﻿name,lyric
爆肝,煙火 跟我 都是越 黑暗越燦爛太陽 下山 就是我 的精華時段不是不愛睡覺 不是不夠愛肝 我只是 還有很多很多 很多正經事要管不是不愛陽光 不是不談戀愛 我只是 進度要趕 遊戲要玩 青春要糜爛夜店 爆肝 夜唱 爆肝 狂熱狂舞狂歡 我怕悶不怕爆肝打怪 爆肝 打牌 爆肝 貪吃貪心貪玩 我怕煩不怕爆肝聽歌 爆肝 寫歌 爆肝 傷心傷肺傷肝 最後都哭成一團誰怕 爆肝 誰管 爆肝 好樣好膽好駭 好爽又好勇敢 在   不是不吃早餐 不是不想養肝 我只是 太多辛苦辛酸 心情需要被溺愛不是故意學壞 不是不知悔改 我只是 不想要管 不想要管 不想不想管夜店 爆肝 夜唱 爆肝 狂熱狂舞狂歡 我怕悶不怕爆肝打怪 爆肝 打牌 爆肝 貪吃貪心貪玩 我怕煩不怕爆肝聽歌 爆肝 寫歌 爆肝 傷心傷肺傷肝 最後都哭成一團誰怕 爆肝 誰管 爆肝 好樣好膽好駭 好爽又好勇敢[ti:爆肝][ar:][al:創造:小巨蛋 DNA LIVE! 演唱會]
牙關,放肆的盡情揮霍　那一年玩的多瘋你和我　站上全世界的最快樂　的巔峰等著雨停的午後　你希望此刻永久而現在　永久就是永久的牢籠　讓我一直在等候等待後面是等待　更沉默的等待然後咬緊了牙關　等待更多的等待如果你愛過我　你不會就這樣走就這樣　丟下我　和那些天真承諾如果我　再也不　不能再更多的承受痛哭之後　卻又咬緊牙關繼續漂流 繼續等待 在   你最愛那個歌手　最愛吃什麼火鍋最愛把　小小的臉 輕輕的靠在　我胸口這城市每個角落　回憶都霸佔街頭我知道　你會想起雨停的時候　我知道你會回頭如果你愛過我　你不會就這樣走就這樣　丟下我　和那些天真承諾如果我　再也不　不能再更多的承受痛哭之後　卻又咬緊牙關繼續漂流 繼續等候
王子麵,在蘇格蘭笛聲裡面　　印度式的頹廢弄蛇人被蛇綑成一圈　現在我很可憐心情苦澀失眠　憂鬱血絲蔓延喝黑咖啡造成了黑眼圈與其給我誓言　不如陪我消遣給我王子倒不如王子麵*有誰期待　誰對自己抱歉 誰在乎　　幻覺就算變成錯覺　也算是體驗過一遍 有誰離開　誰陪在我身邊 誰在乎　　信念萬一變成殘念　我還是破的T恤　同樣一件笛卡爾將邏輯　重新排列我決定要改變　(我決定永遠不再愁眉苦臉)用義大利式的　浪費時間　美好事物瞬間 在   我的青春　瞬間　像凡爾賽玫瑰又爽又痛又多刺又鮮豔威廉古堡旁邊　幸福結局不遠公主王子一起吃王子麵repeat * *RAP：yo man yo man check yo yo yo什麼時間倒帶閉上眼睛倒帶時間拖著鼻涕的童年　我吃著王子麵快樂簡單　那幸福並不遠手上拿著五塊來到巷口雜貨店老闆手中接下期待已久的滋味有關人生道理　現在我為您講解麥克風　check one, check two, check,check,check現在只剩下一小節　喔喔
玫瑰少年,誰把誰的靈魂 裝進誰的身體誰把誰的身體 變成囹圄囚禁自己亂世總是最 不缺耳語哪種美麗會 換來妒忌你並沒有罪 有罪的是這世界生而為人無罪 你不需要抱歉One day I will be you baby boyand you gon'be me喧嘩如果不停 讓我陪你安靜I wish I could hug youtill you're really really being free｜哪朵玫瑰沒有荊棘｜最好的 報復是 美麗｜最美的 盛開是 反擊｜別讓誰去 改變了你｜你是你 或是妳 都行｜會有人 全心的 愛你 在   試著想像 you switched to his bodySexuality 當心什麼會傷你多少次的重傷 多少次的冷語Drowning 誰會拉你Dreaming 誰會陪你Same shit happens every day你離開後 世界可改變多少無知罪愆 事過不境遷永誌不忘紀念 往事不如煙｜玫瑰少年 在我心裡｜綻放著 鮮豔的 傳奇｜我們都 從來沒 忘記｜你的控訴 沒有聲音｜卻傾訴 更多的 真理｜卻喚醒 無數的 真心
瑪莎的小事(Ot最重要的小事),我　走過動盪日子　追過夢的放肆　穿過多少生死卻　假裝若無其事　穿過半座城市　只想看你樣子這一刻　最重要的事　是屬於你　最小的事世界紛紛擾擾喧喧鬧鬧　什麼是真實為你跌跌撞撞傻傻笑笑　買一杯果汁就算庸庸碌碌匆匆忙忙　活過一輩子也要分分秒秒年年日日　全心守護你　最小的事最小的事 在   最小的事(阿信口白)這一生中　到底在追什麼每一件最重要的小事就像我孤單的腳步聲一樣一個腳步聲雖然小但是十個、一百個、一千個、一萬個我們就能震動地球跟我一起好嗎？讓我們一起震動地球！
生命有一種絕對,如果我不曾走過這一遍　生命中還有多少苦和甜美那風中的歌聲　孤單哽咽的聲音是誰回憶中那個少年　為何依然不停的追想要征服的世界　始終都沒有改變那地上無聲蒸發我的淚黑暗中期待光線　生命有一種絕對等待我　請等待我　直到約定融化成笑顏那生命　燦爛煙火般上演　你和我最後都要回歸地平線留下的足跡　浪花沖走回憶海岸線靠近我　再擁抱我　請不要讓我的心冷卻想要征服的世界　始終都沒有改變那地上無聲蒸發我的淚黑暗中期待光線　生命有一種絕對 在   等待我　請等待我　直到約定融化成笑顏想要征服的世界　始終都沒有改變那地上無聲蒸發我的淚黑暗中期待光線　生命有一種絕對等待我　請等待我　直到約定融化成笑顏想要征服的世界　始終都沒有改變那地上無聲蒸發我的淚黑暗中期待光線　生命有一種絕對等待我　請等待我　靠近我　再擁抱我不要走　請不要走　直到約定融化成笑顏直到我看見生命的絕對.....
生存以上生活以下,連刷牙 也照著節奏 沖了馬桶 洗了臉上的疲倦泡沫沒有夢 昨夜沒有夢 鏡子裡的 陌生人已經不再做夢上課鐘 變成打卡鐘 單行道般 的人生流失在車陣中進行曲 規律的平庸 活的像是 一句標語壓韻而服從午餐是 隨便還是 都好還是 跟你一樣 的任何一種奇怪呢 很久以前 我是很有 想法主見 心跳很執著傷心再也不吹風 現在只害怕傷風 耽誤了誰和誰的要求一天一天 看日升日落 看月圓月缺 年復一年的經過看誰把我變成現在的我怕潮起潮落 怕患得患失 錯了又錯的疼痛終於我的生命只剩生存 活著只會呼吸吃飯喝水的生活小時候 只要看天空 枕著白雲 就覺得全世界都擁有長大了 擁有的更多 為何感覺 到越來越匱乏越貧窮那一年 只追逐自由 現在只能 追逐著漲不停的石油是不是 地殼又震動 要從家裡 震落才悔恨這樣生活生活的 反面會是 死去還是 這般生存 不再有衝動閉上眼 就能感覺 生命正在 一分一秒 飛奔遠離我還不如一隻昆蟲 至少能破繭展翅 飛向那被奪走的天空 在   一天一天 看日升日落 看月圓月缺 年復一年的經過看誰把我變成現在的我怕潮起潮落 怕患得患失 錯了又錯的疼痛終於我的生命只剩生存 活著只會呼吸吃飯喝水的生活一年有 三百六十 五個日子 五十二萬 五千多分鐘一生有 三十四億 五千六百 七十八萬 九千下脈搏為愛而出生之後 生命要怎麼揮霍 直到我化成煙的時候一天一天看 日升日落 看月圓月缺 年復一年的經過看誰把我變成現在的我怕潮起潮落 怕患得患失 錯了又錯的疼痛終於我的生命只剩生存 活著只會呼吸吃飯喝水一天一天 看日升日落 看月圓月缺年復一年的經過 曾經我也那麼獨一無二怕潮起潮落 怕患得患失 錯了又錯的疼痛終於我的生命只剩生存 活著只會呼吸吃飯喝水的生活連刷牙 也照著節奏 然後設定了明天 六點半的鬧鐘[ti:生存以上 生活以下][ar:][al:小巨蛋 DNA LIVE! 演唱會]
生活,有場戰爭　就在眼前　鬥志鬥不過溫暖棉被水龍頭裡　流出眼淚　又是殘酷美好的一天眼前有一千件事　正等著解決EVERYBODY 想要改變 EVREYTHING WONT'T BE OK七點的一杯咖啡　八點的紅綠燈斑馬線 A BUSY GAMEEVREYDAY 活在瘋狂世界　活在美好的明天重重考驗　來到今天　不知不覺改變　遠離每個昨天那些笑和眼淚　沒有時間說再見喜怒哀樂　苦辣酸甜(夢的邊緣　我在徘徊) 在   終於瞭解　這就是生活的滋味生活太近　夢想太遠　午餐是吃飯還是吃麵喜歡忙碌　搞的很累　電話吵醒的星期天珍惜的浪費時間　換來了的生命的缺理想劃過天邊　愛情啊與我擦肩分不清東西南北　分不清我的地　我的天 A CRYING GAME是不是會有答案　在終點後面當初我的信念　現在的我又是誰狂奔的每個白天　寂寞的每個夜慢慢發現 I'M A SUPERMAN
由我們主宰,2014世界盃足球賽 可口可樂 主題曲Feat. 歐開合唱團 / 阿信drew Lawrence Bloch / Edmond Thomas Dunne / Joseph Lawrence Altruda / Antonina Armato / Tim James麒 / 天期待一場球賽　期待一次戀愛人生總在期待　輸贏也都會精采熱淚盈眶的痛快　想喊那就吶喊排山倒海的期待　七十億顆心狂歡由我們主宰　OH~~世界能多大　OH~~由我　由我　由我　由我們主宰Lights up the world　Lights up the world心跳痛快起來　天地逆轉起來 在   煩惱飛踢起來　飛踢到大氣層外扭轉過去和現在　誰說你不能愛貫徹快樂的未來　是誰能主宰由我們主宰　OH~~世界能多大　OH~~由我　由我　由我　由我們主宰世界一起Everybody 你的風景由你決定世界一起EverybodyLights up the world　Lights up the world由我們主宰　OH~~世界能多大　OH~~由我　由我　由我　由我們主宰
當每顆星星,當一顆星 擱淺人間再不能回 曾經的天際線遙遠誓言 不如謊言飲鴆片刻 片刻給我安慰那失眠無垠了黑夜任黑夜豢養著思念讓思念模糊了雙眼當每顆星星都在嗚咽 都在落淚每個幻想 都已幻滅是否能相信 妳會出現？當一顆星 流浪千年祈禱萬遍 會不會有個誰百轉千迴 帶我逃脫無盡試煉 無謂荒蕪歲月那三月綻放了誓言 在   在四月遺落了謊言而五月我依然眷戀當每顆星星都在嗚咽 都在落淚每個幻想 都已幻滅是否能相信 妳會出現？那三月綻放了誓言在四月遺落了謊言而五月我依然眷戀當每顆星星 都在嗚咽 都在落淚每個幻想 都已幻滅是否能相信 會有妳 的出現？當每顆星星都在嗚咽 都在落淚每個幻想 都已幻滅依然相信 會有妳出現[ti:][ar:][allay]
疼愛,騰 &  ( 2008 ) ( 2008 )Mayday Life Tour 上海 no.99我沈默　不代表我不痛我不痛　眼淚就不會流總是安靜承受　安靜忍受　安靜看你走你說我　很適合當朋友你說我　總是會聽你說你說別太難過　保持聯絡　有空的時候｜把疼愛都給你　把疼痛都給我｜最痛是當時微笑送你走｜等到你轉身後　眼淚也不敢流｜只怕你偶然還會回過頭 在   ｜把疼愛都給你　把疼痛都給我｜放開手是我最後的溫柔｜如果你能飛得　快樂自由｜這疼痛　並不算　什麼-想挽留　卻為什麼點頭我不懂　連我都不懂我如果說的太少　愛的太多　有誰能夠懂？-千言萬語擁擠我的宇宙讓我震耳欲聾　喔喔有多少愛　就有多少沈默的疼痛
瘋狂世界,如果說了後悔　是不是一切就能倒退回憶多麼美　活著多麼狼狽為什麼這個世界　總要叫人嚐傷悲我不能瞭解　也不想瞭解我好想好想飛　逃離這個瘋狂世界那麼多苦　那麼多累　那麼多莫名的淚水(傷悲) 在   我好想好想飛　逃離這個瘋狂的世界如果是你　發現了我　也別將我挽回想了你一整夜　再也想不起你的臉你是一種感覺　寫在夏夜晚風裡面青春是挽不回的水　轉眼消失在指尖用力的浪費　再用力的後悔
盛夏光年,吉他手：大麻貝斯手：奇哥鼓手：羅伯我驕傲的破壞　我痛恨的平凡　才想起那些是我最愛讓盛夏去貪玩　把殘酷的未來　狂放到光年外　而現在放棄規則　放縱去愛　放肆自己　放空未來我不轉彎　我不轉彎　我不轉彎　我不轉彎讓定律更簡單　讓秩序更混亂　這樣的青春我才喜歡讓盛夏去貪玩　把殘酷的未來　狂放到光年外　而現在放棄規則　放縱去愛　放肆自己　放空未來 在   我不轉彎　我不轉彎　我不轉彎　我不轉彎我要　我瘋　我要　我愛　就是　我要　我瘋　我要　我愛一萬首的mp3　一萬次瘋狂的愛　滅不了一個渺小的孤單我要　我瘋　我要　我愛　就是　我要　我瘋　我要　我愛盛夏的一場狂歡　來到了光年之外　長大難道是人必經的潰爛放棄規則　放縱去愛　放肆自己　放空未來我不轉彎　我不轉彎　我不轉彎　我不轉彎[ti:盛夏光年][ar:阿信][al:盛夏光年][by:]
相信,天你給我一個秘密 讓我觸摸到星星 在一個夏日夜裡走入了你的森林 聆聽著你的呼吸 世界就睡在夢裡孤單都已經離去　只留下天和地　我和你　永遠在一起看著我的眼睛　為什麼要哭泣那幸福太容易　讓我不敢相信一起穿一件雨衣 後座你抱的好緊 風雨中美好回憶愛過的那些歌曲 有一天再也不聽 我想你知道原因黑夜終究要黎明　如果我如果你　天一亮　要往哪裡去看著我的眼睛 為什麼要哭泣那幸福太容易　讓我不敢相信勾勾手蓋手印 這一刻有約定那愛情變美麗　因為我開始相信 yeah~~ 在   看著我的眼睛　為什麼要哭泣那幸福太容易　讓我不敢相信勾勾手蓋手印　這一刻有約定那愛情變美麗　因為我開始相信 yeah~~故事的最後結局　結束在那年冬季　孤獨的冰冷風裡於是我問我自己　還能不能夠相信　另一段愛情靠近La~~~ La~~~ La~~~現在是2001　永遠的2001 跟想像有點距離我將他唱在歌裡　曾經屬於我們的相信希望我們永遠都不要忘記La~~~ La~~~ La~~~
知足,怎麼去擁有 一道彩虹怎麼去擁抱 一夏天的風天上的星星 笑地上的人總是不能懂 不能覺得足夠如果我愛上 你的笑容要怎麼收藏 要怎麼擁有如果你快樂 不是為我會不會放手 其實才是擁有當一陣風吹來 風箏飛上天空為了你而祈禱 而祝福 而感動終於你身影 消失在 人海盡頭才發現 笑著哭 最痛那天你和我 那個山丘那樣的唱著 那一年的歌那樣的回憶 那麼足夠 在   足夠我天天 都品嚐著寂寞當一陣風吹來 風箏飛上天空為了你而祈禱 而祝福 而感動終於你身影 消失在 人海盡頭才發現 笑著哭 最痛當一陣風吹來 風箏飛上天空為了你而祈禱 而祝福 而感動終於你身影 消失在 人海盡頭才發現 笑著哭 最痛如果我愛上 你的笑容要怎麼收藏 要怎麼擁有如果你快樂 再不是為我會不會放手 其實才是擁有知足的快樂 叫我忍受心痛知足的快樂 叫我忍受心痛
