﻿name,lyric
生生,冷的 天色 你是否多穿一件呢星星 墜落 帶走我的思念 流浪成河煙火 泡沫 失去或擁有 都 由不得我抖著 雙手 拚命握緊啊 卻徒勞無功啊生生燈火 明暗無輒看著迂迴的傷痕 卻不能為你做什麼我恨我躲在永夜背後 找微光的出口生生你我 離別無輒每一道歲月的痛眼淚自答自問眼前是 永晝的顛坡冷的 臉色 是證明自己堅強了當我 寂寞 默念這世界不會 丟下我太多 太多 遺憾的後悔的 總是在失去了以後噢 為什麼 愛 越深越脆弱  在  生生燈火 明暗無輒看著迂迴的傷痕 卻不能為你做什麼我恨我躲在永夜背後 找微光的出口生生離別 息息不罷休你用時間告訴我在迷路的時候有你愛我 永夜也是永晝原諒我 陪著我 當我 困在沙漠渴望綠洲會好的 會過的 看我 咳 用力咳出了心痛生生不息 你和我倒數迂迴的傷痕 輕輕哼著喜怒哀樂 等等我在永夜的寒冬 牽著你的雙手生生 yeah 誰不會再丟下我在迷路的時候 我記得 會找到的在永夜的背後 擁抱傷口 永恆的出口
由你選擇,我要選擇我自己既選擇 我要把達我自己既表白選擇企或選擇坐 選擇錯我都選擇過今天你做了甚麼 明天你要做甚麼要往前走還是往後 要往左還是往右我的每一步該怎麼走 有誰在等候一路向前走來到十字路口 Wo 把所有阻礙拋在腦後不管你是哪一個 哪個都阻擋不得我用自己的選擇 讓我發光發熱不滿意我又如何 為甚麼要聽你的我行我素的風格 就是忠於我選擇RAP:係個宗教 定個書包 令你安全 覺得可靠冇人敢考 冇人敢教 你一生 你去調教從前的懵懂可笑 未來的沒人知道等待擁抱還是尋找 要咆嘯還是禱告只有我最清楚我的需要 不用指教我是我自己生命中的主角 讓夢想在我胸中燃燒------------------------------------------------由你選擇 + 農夫FAMARAP:我要選擇我自己既選擇我要表達我自己既表白選擇企或者選擇坐選擇錯我都選擇過  在  今天你做了什麼明天你要做什麼要往前走還是往後要往左還是往右我的路每一步該怎麼走有誰在等候一路向前走來到十字路口把所有阻礙拋到腦後CHORUS:不管你是哪一個哪個都阻擋不得我用自己的選擇讓我發光發熱不滿意我又如何為什麼要聽你的我行我素的風格就是忠於我選擇RAP:繫個宗教 定個書包令你安全 覺得可靠冇人敢考 冇人敢教你一生 你去調教從前的懵懂可笑未來的沒人知道等待擁抱還是尋找要咆哮還是禱告只有我最清楚我的需要不用指教我是我自己生命中的主角讓夢想在我胸中燃燒
當你(Whenever),如果有一天 我回到從前回到最原始的我 你是否會覺得我不錯如果有一天 我離你遙遠不能再和你相約 你是否會發覺 我已經說再見當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道如果有一天 夢想都實現回憶都成了永遠 你是否還會 記得今天如果有一天 我們都發覺 ( 我們都發覺 )原來什麼都可以 我們是否還會 停留在這裡  在  當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道也許空虛 讓我想得太多 也許該回到被窩夢裡會相遇 就毫不猶豫 大聲的說我要說當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好當你說今天的煩惱 當你說夜深 你睡不著我想對你說 卻害怕都說錯 好喜歡你 知不知道當你的眼睛 瞇著笑 當你喝可樂 當你吵我想對你好 你從來不知道 想你 想你 也能成為嗜好啦 ~ ~ ~ 啦 ~ ~ ~我想對你說 卻害怕都說錯 好喜歡你 知不知道～～～ 
發現愛,林：嘰嘰喳喳路人小孩　噘嘴的你站在露台　　　陽光瞇著眼看我們　同時也　發現愛　金：嘀嘀咕咕我該不該　讓你看穿　　　冰淇淋　的默契　就是愛＊金：濃郁香草　巧克瑪瑙　不覺中悄悄融化了　　　變成最幸福的味道　林：忘了煩惱　可愛多好　不需要說什麼　　　呼吸之間　就嘗到了你我　金：心電感應　合：我看見 love's in the air  在  Repeat * #男女：丘比特苦惱　嘮叨的月老　緣份來了　他們誰也管不了　　　就放手去愛 love's in the air女男：花開的很好　風吹的很好　只要你在什麼都好　　　愛的香味隨空　氣飄Repeat #
白羊夢(Aries),昨晚夢見什麼 剛剛發生什麼快樂或不快樂 在這一秒重頭早餐想吃什麼 yeah 星期六去哪裡過我和全新的我 在下一秒碰頭有時候衝動 偶爾會迷惑但我有把握 每一天過得 都像我雙眼睜開第一秒鐘 再疲倦也瞬間復活重新回歸最真實的我天氣阻擋不了我 路未必順著我走分秒不差很俐落 上場走路有風雙手張開第一秒鐘 擁抱誰都不會寂寞世界多大快讓我感受歡迎這一場探索 等待我發現什麼 想到什麼我就去做有時候沉默 偶爾會過動  在  讓直覺帶頭 做個白日夢也不錯雙眼睜開第一秒鐘 再疲倦也瞬間復活重新回歸最真實的我天氣阻擋不了我 路未必順著我走分秒不差很俐落 上場走路有風雙手張開第一秒鐘 擁抱誰都不會寂寞世界多大快讓我感受歡迎這一場探索 等待我發現什麼 想到什麼我就去做雙手張開第一秒鐘 擁抱誰都不會寂寞世界多大快讓我感受歡迎這一場探索 等待我發現什麼 想到什麼我就去做屬於我的第一秒鐘 想到什麼我就去做
白蘭花(Streets of Old Shanghai),午夜 在上海的街誤會 她不告而別雨水 我回頭一瞥這荒誕的夜 和激動的淚早就該注意的 最近她又是怎麽了長髮不見了 口紅變深了眼裡鋪開著一層苦澀我從來不覺得 哪裡是我沒做好的也許她累了 或許她倦了我卻還不知道 她哪一段錯開了我多情是男人的罪蘭花似女人的美徘徊在深夜 殘留的香味縈繞在整條大街多情的男人無罪太美的女人禍水就算我找到這個安慰一切 無法挽回早就該注意的 最近她又是怎麽了長髮不見了 口紅變深了眼裡鋪開著一層苦澀  在  我從來不覺得 哪裡是我沒做好的也許她累了 或許她倦了我卻還不知道 她哪一段錯開了我多情是男人的罪蘭花似女人的美徘徊在深夜 殘留的香味縈繞在整條大街多情的男人無罪太美的女人禍水就算我找到這個安慰一切 無法挽回多情是男人的罪蘭花似女人的美徘徊在深夜 殘留的香味縈繞在整條大街多情的男人無罪太美的女人禍水就算我找到這個安慰一切 都 無法挽回
盜,若他喜歡　他就說他對　不算違規　說什麼慚愧連大法官都不能定罪　道德嘛　收到衣櫃光碟機　(是犯案工具)　網際網路　他自由的來去聽音樂　是免費樂趣　要給錢　拿證據他以為身在暗處(其實過街老鼠)　他以為得到好處(其實判斷錯誤)他以為隔空取物(就像藏龍臥虎)　原來一時糊塗Do Re Mi　Fa So 還有 La Ci　我寫到快要昏天暗地我相信　誰都不是故意　你叫我 怎麼怎麼相信天理Do Re Mi　Fa So 還有 La Ci　我努力走出一片天地我絕對　掏心掏肺感激　傾聽我　這一首嘔心瀝血作品Rap：  在  STOP　這段不是出現過在上一張這段breakdown　應該是整首歌最精采最期待的地方為何跟以前一樣　why　沒有錯　就是這樣反正這首歌　一秒鐘兩秒　就會被download光光盜吧　盜吧　就讓創意慢慢死光光以後買歌就像買菜市場的芭樂　每個都一樣我現在的心情就像麵包師父　心血被無情老鼠啃光　盜光　換做是你怎麼想(文案)放任吧．．．有些事　自然會得到出路的一千年以後　你還在嗎？再見　咱們回頭見
相信無限,我相信浪費不是浪漫　我相信流淚是解放我相信沈默是退讓　我相信　都反對　是不對我相信無知不是幸福　我相信戰爭是惡毒我相信想像力無窮　我相信　沒有夢　是不對　你懂不懂△相信無敵　相信無限　相信萬能　相信明天　我相信這個地球永遠　那麼美　相信無敵　相信無限　相信萬能　相信明天　我踏出振奮這一步　上路　開始　我傳說的旅途  在  我相信成敗不是註定　我相信嚴肅不叫酷我相信智慧最珍貴　我相信　你搖頭　是不對我相信好奇讓人進步　我相信恐懼是折磨我相信人靠愛存活　我相信　吐口水　是不對　你懂不懂Repeat　△,△,△上路～開始　我傳說的旅途上路～開始　我傳說的旅途相信無敵　相信無限
真材實料的我,用功 練功 看我 大力發功有料 就要牛氣轟轟好夢 美夢 大夢 或白日夢過癮 就勇敢的追夢真材實料不怕琢磨 我要high出自我青春放肆機會不多 出招別怕太多過癮 不是隨便說說 不是隨便做做真材實料勇敢做 喔放手為愛衝衝 滿腔熱血怦怦真材實料的我用功 練功 看我 大力發功有料 就要牛氣轟轟  在  好夢 美夢 大夢 或白日夢過癮 就勇敢的追夢真材實料不怕琢磨 我要high出自我青春放肆機會不多 出招別怕太多過癮 不是隨便說說 不是隨便做做真材實料勇敢做 喔放手為愛衝衝 滿腔熱血怦怦真材實料的我真材實料的我過癮 不是隨便說說 不是隨便做做真材實料勇敢做 喔放手為愛衝衝 滿腔熱血怦怦真材實料的我
知足,怎麼去擁有　一道彩虹怎麼去擁抱　一夏天的風天上的星星　笑地上的人總是不能懂　不能覺得足夠如果我愛上　你的笑容要怎麼收藏　要怎麼擁有如果你快樂　不是為我會不會放手　其實才是擁有當一陣風吹來　風箏飛上天空為了你而祈禱　而祝福　而感動終於你身影　消失在　人海盡頭才發現　笑著哭　最痛那天你和我　那個山丘那樣的唱著　那一年的歌那樣的回憶　那麼足夠  在  足夠我天天　都品嚐著寂寞當一陣風吹來　風箏飛上天空為了你而祈禱　而祝福　而感動終於你身影　消失在　人海盡頭才發現　笑著哭　最痛當一陣風吹來　風箏飛上天空為了你而祈禱　而祝福　而感動終於你身影　消失在　人海盡頭才發現　笑著哭　最痛如果我愛上　你的笑容要怎麼收藏　要怎麼擁有如果你快樂　再不是為我會不會放手　其實才是擁有知足的快樂　叫我忍受心痛知足的快樂　叫我忍受心痛
穿越,我在沈睡中重生窗外黎明 變黃昏夢在將醒未醒時 成真心被燙傷的疤痕眼角逝去的青春彷彿就像奇蹟般 再生喔～二零零三年喔～妳最落寞那一天時間畫出曲線喔～最因緣的際會喔～不完美的完美走進妳世界ＳＴＡＹ 在忐忑中穿越以為 能解開許多結抹去那些我曾犯過錯的重寫這些我自以為是做對的喔喔喔 只想愛能有結果ＳＴＡＹ 在祈禱中穿越走出 這宿命的原罪可是傷害同樣也輪迴因為愛我妳選擇離開我就讓整個穿越變成一場誤會 不能化解夢裡我沒有 夢醒沒有我誰穿越 穿越誰如果我沒有 如果沒有我  在  心被燙傷的疤痕眼角逝去的青春彷彿就像奇蹟般 再生喔～二零一六年喔～回不去的那一天時間畫出曲線喔～最因緣的際會喔～不完美的完美走出你世界ＳＴＡＹ 在忐忑中穿越以為 能解開許多結抹去那些我曾犯過錯的重寫這些我自以為是做對的喔喔喔 只想愛能有結果ＳＴＡＹ 在祈禱中穿越走出 這宿命的原罪可是傷害同樣也輪迴因為愛我妳選擇離開我就讓整個穿越變成一場誤會 不能化解夢裡我沒有 夢醒沒有我誰穿越 穿越誰如果我沒有 如果沒有我誰穿越[ti:穿越][ar:][al:偉大的渺小]
突然累了,You're just another part of me　wooYou're just another part of me　oh吃飯吃到睡了　我開車開到傻了我看書看到妳了 開始懷疑我怎麼了說話說到吐了　我寫歌寫到瘋了我愛妳愛到盲了 天知道我又怎麼了不捨得 捨不得　都分手了捨不得 不捨得　散了  在  愛是妳的 我是我的　完了原來我只是突然累了 原來我不說了原來我撐著撐到麻了 原來我不愛了原來我不說了原來我撐著撐到麻了　原來我不愛了
第二天堂,妖精在我的鼻子前跳著舞　失血過多的我眼睛變模糊殺氣粉碎了喉嚨慘烈音符　下一刻　又復活重覆循環著沒人問為什麼　獨自奔跑在森林中的寂寞遙遠的打鬥聲被拋在腦後　你砍我　我就報復＊我目睹的一切　真實的存在這個世界　是心靈的殘缺　還是現實已　被忽略＃虛擬的善惡戰　落在另外一個天堂　我在其中迷惘了悲傷　魔血噴出飛濺　虛擬的善惡戰　回到現實中也一樣　就算活在天堂　依是悲傷黑暗勢力炫耀死亡結果　光明精靈散發除魔的灑脫現代人每秒思緒裡的斟酌　在狂燃　是戰火他們撕裂空間肉眼看不見　只剩戰鬥後的一切飛上天銀色的外衣染上敵人鮮血　劍鋒卻　不懂停歇  在  Repeat ＊,＃Yo yo yo, check this outYou think it's perfect, everything is so fineWait till you look it through your spiritual eyesYou think it's nice, but please open your eyesThis place is but a beautiful skyYou want it I want it, everything's a wantWe lose it then we say it's for funYou think it's funny, what I'm saying is cornyIt's a warning, hear it or ignore it虛擬的善惡戰　落在另外一個天堂　我在其中迷惘了悲傷Repeat ＃You think it's perfect, everything is so fineWait till you look it through your spiritual eyesYou think it's nice, but please open your eyesThis place is but a beautiful sky
第二天堂,妖精在我的鼻子前跳著舞　失血過多的我眼睛變模糊殺氣粉碎了喉嚨慘烈音符　下一刻　又復活重覆循環著沒人問為什麼　獨自奔跑在森林中的寂寞遙遠的打鬥聲被拋在腦後　你砍我　我就報復＊我目睹的一切　真實的存在這個世界　是心靈的殘缺　還是現實已　被忽略＃虛擬的善惡戰　落在另外一個天堂　我在其中迷惘了悲傷　魔血噴出飛濺　虛擬的善惡戰　回到現實中也一樣　就算活在天堂　依是悲傷黑暗勢力炫耀死亡結果　光明精靈散發除魔的灑脫現代人每秒思緒裡的斟酌　在狂燃　是戰火他們撕裂空間肉眼看不見　只剩戰鬥後的一切飛上天銀色的外衣染上敵人鮮血　劍鋒卻　不懂停歇  在  Repeat ＊,＃Yo yo yo, check this outYou think it's perfect, everything is so fineWait till you look it through your spiritual eyesYou think it's nice, but please open your eyesThis place is but a beautiful skyYou want it I want it, everything's a wantWe lose it then we say it's for funYou think it's funny, what I'm saying is cornyIt's a warning, hear it or ignore it虛擬的善惡戰　落在另外一個天堂　我在其中迷惘了悲傷Repeat ＃You think it's perfect, everything is so fineWait till you look it through your spiritual eyesYou think it's nice, but please open your eyesThis place is but a beautiful sky
